機構名稱,機構代碼,地址,行政區,電話,家庭醫學科,內科,外科,整形外科,兒科,婦產科,骨科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,神經科,神經外科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,職業醫學科,西醫一般科,口腔病理科,口腔顏面外科,齒顎矯正科,牙科一般科,牙科,中醫一般科,中醫,中醫內科,中醫外科,中醫婦科,中醫兒科,傷科,中醫眼科,針灸科,痔科
康軒家庭牙醫診所,3742012427,高雄市鳳山區南正二路190號,鳳山區,7218515,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
美森牙醫診所,3742012445,高雄市鳳山區文濱路188號,鳳山區,7775527,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
和進牙醫診所,3742012490,高雄市鳳山區自強一路216號,鳳山區,7682112,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
慶明牙醫診所,3742012507,高雄市鳳山區自強二路119號,鳳山區,7687600,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
文山微笑牙醫診所,3742012525,高雄市鳳山區文衡路590號1、2樓,鳳山區,7775006,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
李昇斌牙醫診所,3742012534,高雄市鳳山區中山路73號之2,鳳山區,7469298,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
侯牙醫診所,3742012543,高雄市鳳山區光復路一段153號,鳳山區,7400169,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
富群牙醫診所,3742012669,高雄市鳳山區文化路93號,鳳山區,07-7993090,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
瑞竹牙醫診所,3707010010,高雄市鳳山區瑞竹路209號1樓,鳳山區,07-7103622,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
晨光牙醫診所,3707010029,高雄市鳳山區光遠路362號1-2樓,鳳山區,07-7458525,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
鳳山誠品牙醫診所,3707010047,高雄市鳳山區海洋一路149號1-2樓,鳳山區,07-7655556,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
元正牙醫診所,3707010056,高雄市鳳山區文福里5鄰文化西路17-7號1樓,鳳山區,07-7808711,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
李牙醫診所,3707010083,高雄市鳳山區忠誠路59號1樓,鳳山區,07-8216885,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
快樂心靈診所,3542014776,高雄市鳳山區五甲二路352-1號1樓,鳳山區,07-7686789,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
新石津診所,3542014785,高雄市鳳山區自強二路112號,鳳山區,07-7682288,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
鄭紹茂診所,3542014794,高雄市鳳山區五甲二路186號,鳳山區,932758565,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
安安診所,3542014829,高雄市鳳山區五甲三路111號1樓,鳳山區,07-7689615,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
松佑診所,3542014838,高雄市鳳山區文德路92號1-2樓,鳳山區,07-7802222,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
文華耳鼻喉科診所,3542014856,高雄市鳳山區文化路117號1樓,鳳山區,07-7902555,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
葉耳鼻喉科診所,3542014927,高雄市鳳山區青年路二段373號1樓,鳳山區,07-7778783,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
林昭哲診所,3542014954,高雄市鳳山區新富路282號1樓,鳳山區,07-7633399,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
大立眼科診所,3542014972,高雄市鳳山區鳳松路69號1-2樓,鳳山區,07-7106958,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
黃智興診所,3542015004,高雄市鳳山區五甲二路356之1號1樓,鳳山區,7276688,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
雅皮膚科診所,3542015031,高雄市鳳山區文龍路23號1-2樓,鳳山區,07-7677775,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
曹家齊眼科診所,3542015086,"高雄市鳳山區五甲三路101號1,2樓",鳳山區,8155558,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
健新牙醫診所,3742010012,高雄市鳳山區五甲三路２２號,鳳山區,07 8219273,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
杏林牙醫診所,3742010021,高雄市鳳山區五甲一路２４１號,鳳山區,07 7466698,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
呂牙醫診所,3742010138,高雄市鳳山區五甲二路６３９巷２８號,鳳山區,07 8417388,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
豐順牙醫診所,3742010174,高雄市鳳山區中山路８５號,鳳山區,07 7462381,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
林牙醫診所,3742010183,高雄市鳳山區光復路２５３號,鳳山區,07 7414045,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
廖牙醫診所,3742010192,高雄市鳳山區龍成路4號,鳳山區,07 8415873,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
保生牙醫診所,3742010209,高雄市鳳山區五甲一路２５３號,鳳山區,07 7433606,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
鴻文牙醫診所,3742010218,高雄市鳳山區五甲三路１４６號一樓,鳳山區,07 8418753,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
名人牙醫診所,3742010227,高雄市鳳山區中山路２１１號,鳳山區,07 7428451,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
啟仁牙醫診所,3742010245,高雄市鳳山區三民路１７２號,鳳山區,07 7464282,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
周牙醫診所,3742010263,高雄市鳳山區五甲二路２４９號,鳳山區,07 7118525,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
陳牙醫診所,3742010281,高雄市鳳山區文衡路３０號,鳳山區,07 7424778,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
陳進財牙醫診所,3742010290,高雄市鳳山區中山路６０巷８號,鳳山區,07 7423966,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
隆德牙醫診所,3742010316,高雄市鳳山區中正路１１９號,鳳山區,07 7413019,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
時代牙醫診所,3742010352,高雄市鳳山區光復路１７０號,鳳山區,07 7420632,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
胡牙醫診所,3742010361,高雄市鳳山區海洋二路１７１號,鳳山區,07 7434087,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
梁牙醫診所,3742010370,高雄市鳳山區中崙二路４９９號,鳳山區,07 7536669,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
陽明牙醫診所,3742010398,高雄市鳳山區經武路27號,鳳山區,07 7468146,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
名佳牙醫診所,3742010405,高雄市鳳山區國富路56號,鳳山區,07 7436745,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
福安堂牙醫診所,3742010414,高雄市鳳山區中山東路３３７號,鳳山區,07 7037167,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
優比牙醫診所,3742010432,高雄市鳳山區鳳松路１１８之１號,鳳山區,07 7466039,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
上好牙醫診所,3742010478,高雄市鳳山區五甲二路531號1-2樓,鳳山區,07 8211122,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
德明牙醫診所,3742010487,高雄市鳳山區南京路２９４號,鳳山區,07 7462822,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
潔恩牙醫診所,3742010496,高雄市鳳山區光遠路２４２號,鳳山區,07-7439382,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
高登牙醫診所,3742010503,高雄市鳳山區中山西路２２１號,鳳山區,07 7461159,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
文化牙醫診所,3742010530,高雄市鳳山區文化路１６０號,鳳山區,07 7402967,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
瑞興牙醫診所,3742010567,高雄市鳳山區瑞興路１２１號,鳳山區,07 7403307,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
瑞祺牙醫診所,3742010576,高雄市鳳山區瑞竹路2１號,鳳山區,07 7435148,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
聖仁牙醫診所,3742010585,高雄市鳳山區武營路２１２號,鳳山區,02 7713313,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
李耀庭牙醫診所,3742010594,高雄市鳳山區保泰路２１２號,鳳山區,07 7619259,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
愛生牙醫診所,3742010601,高雄市鳳山區五甲二路３３１號,鳳山區,07 7714205,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
盈眾牙醫診所,3742010610,高雄市鳳山區海洋二路１６１號,鳳山區,07 7635267,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
美加牙醫診所,3742010629,高雄市鳳山區中山西路３８２－３號,鳳山區,07 7400746,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
波士頓牙醫診所,3742010638,高雄市鳳山區中山路１４６－５號,鳳山區,07 7437809,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
高華牙醫診所,3742010647,高雄市鳳山區龍成路１６號,鳳山區,07 8157593,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
親民牙醫診所,3742010674,高雄市鳳山區新富路５０４號,鳳山區,07 7634210,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
鍾昭美牙醫診所,3742010692,高雄市鳳山區五甲二路556號,鳳山區,07 7682172,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
首博牙醫診所,3742010763,高雄市鳳山區經武路１８之３號,鳳山區,07 7478271,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
翠柏牙醫診所,3742010772,高雄市鳳山區青年路二段１８０號,鳳山區,07 7458115,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
惠群牙醫診所,3742010807,高雄市鳳山區新富路250號1-2樓,鳳山區,07 7231834,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
明德牙醫診所,3742010816,高雄市鳳山區文衡路３００號,鳳山區,07 7102148,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
成大牙醫診所,3742010834,高雄市鳳山區新富路６００號,鳳山區,07 7639733,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
瑞霖牙醫診所,3742010843,高雄市鳳山區力行路15號,鳳山區,07 7104819,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
洋洋牙醫診所,3742010852,高雄市鳳山區青年路二段２０１之１號,鳳山區,07 7104228,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
澄清牙醫診所,3742010861,高雄市鳳山區澄清路８２號,鳳山區,07 7107888,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
大東牙醫診所,3742010870,高雄市鳳山區光遠路２４８號,鳳山區,07 7478544,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
